Public Name,LC Classification Code,Availability,Title,Subjects,Classification Code,ISBN,Author,Network Number,Publication Date,Edition,Publisher,Series,MMS Id,Originating System ID
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Positive computing : technology for wellbeing and human potential /,Computers--Social aspects.; Human-computer interaction.; Well-being.; Positive psychology.; Neurosciences.; Technology--Social aspects.; Electronic books.,QA,0262325683; 9780262325684,"Calvo, Rafael A., author.",(IEEE)6981846; (IDAMS)b0000648288f25f; (IDAMS)0b0000648288f25f; (CaBNVSL)mat6981846; (CaBNVSL)mat06981846; (CKB)4200000000000033,[2014],,IEEE Xplore; MIT Press,The platform studies series,9982729378902771,994200000000000033
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Press on : principles of interaction programming,Computer programming; Human-computer interaction; Engineering & Applied Sciences; Computer Science,QA,1628709154; 9781628709155; 1282096818; 9781282096813; 9786612096815; 6612096810; 0262257084; 9780262257084; 0262201704; 9780262201704,"Thimbleby, Harold Author",(PQKB)10776768; (PQKBWorkID)10447344; (PQKBTitleCode)TC374440; (PQKBTitleCode)TC0000374440; (PQKBManifestationID)11252655; (SSID)ssj374440; (SSID)ssj0000374440; (CKB)2420000000001206,2007,,MIT Press,,9982715025102771,992420000000001206
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Principles of data mining /,Data mining.; Electronic books.; Data mining; Computer Science; Engineering & Applied Sciences,QA,0262256304; 9780262256308; 1282096362; 9781282096363; 1423731328; 9781423731320; 026208290X; 9780262082907,"Hand, D. J., author.",(PQKB)11330412; (PQKBWorkID)10264381; (PQKBTitleCode)TC227326; (PQKBTitleCode)TC0000227326; (PQKBManifestationID)11185225; (SSID)ssj227326; (SSID)ssj0000227326; (IEEE)6267275; (IDAMS)b000064818b4261; (IDAMS)0b000064818b4261; (CaBNVSL)mat6267275; (CaBNVSL)mat06267275; (CKB)111035898479412,2001,,MIT Press,Adaptive computation and machine learning series,9982752244602771,99111035898479412
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Processing : a programming handbook for visual designers and artists /,Computer programming.; Computer graphics--Computer programs.; Computer art--Computer programs.; Art--Data processing.; Art and technology.; Electronic books.,QA,0262321858; 9780262321853; 026202828X; 9780262028288,"Reas, Casey, author.",(MiAaPQ)EBC3339924; (PQKB)11087067; (PQKBWorkID)11367971; (PQKBTitleCode)TC1403873; (PQKBTitleCode)TC0001403873; (PQKBManifestationID)12564724; (SSID)ssj1403873; (SSID)ssj0001403873; (EBL)3339924; (CKB)3710000000324369,2014.,2nd ed.,The MIT Press,,9982726202502771,993710000000324369
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Programming models for parallel computing /,Parallel processing (Electronic computers); Parallel programs (Computer programs); Electronic books.,QA,0262332248; 9780262332248,,(IEEE)7347044; (IDAMS)b00006484b080cd; (IDAMS)0b00006484b080cd; (CaBNVSL)mat7347044; (CaBNVSL)mat07347044; (CKB)3860000000003490,[2015],,IEEE Xplore; MIT Press,Scientific and engineering computation,9982729255002771,993860000000003490
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,"Proof, language, and interaction : essays in honour of Robin Milner /","Milner, R.--(Robin),--1934-; Computer science.; Milner, R.--(Robin),--1934-2010.; Electronic books; Computer science; Engineering & Applied Sciences; Computer Science",QA,0585388903; 9780585388908; 0262281678; 9780262281676; 0262161885; 9780262161886,,(PQKB)10796866; (PQKBWorkID)10171883; (PQKBTitleCode)TC229266; (PQKBTitleCode)TC0000229266; (PQKBManifestationID)11193307; (SSID)ssj229266; (SSID)ssj0000229266; (MH)9170150-3; (MH)009170150-3; (CKB)111056485416678,2000.,,MIT Press,,9982753879702771,99111056485416678
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Quantum algorithms via linear algebra : a primer /,"Quantum computers.; Computer algorithms.; Algebras, Linear.; Electronic books.",QA,0262323567; 9780262323567; 0262028395; 9780262028394,"Lipton, Richard J., author.",(MiAaPQ)EBC3339920; (PQKB)10304886; (PQKBWorkID)11476579; (PQKBTitleCode)TC1383416; (PQKBTitleCode)TC0001383416; (PQKBManifestationID)12593679; (SSID)ssj1383416; (SSID)ssj0001383416; (EBL)3339920; (CKB)3710000000315299,2014.,,The MIT Press,,9982726078602771,993710000000315299
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Quantum computing without magic devices /,Quantum computers.; Electronic books.,QA,0262288184; 9780262288187; 1435665643; 9781435665644; 026213506X; 9780262135061,"Meglicki, Zdzislaw, 1953-",(MiAaPQ)EBC3338924; (PQKB)10981295; (PQKBWorkID)10206753; (PQKBTitleCode)TC231275; (PQKBTitleCode)TC0000231275; (PQKBManifestationID)11190951; (SSID)ssj231275; (SSID)ssj0000231275; (IEEE)6267464; (IDAMS)b000064818b44a4; (IDAMS)0b000064818b44a4; (CaBNVSL)mat6267464; (CaBNVSL)mat06267464; (CKB)1000000000539277,c2008.,,MIT Press,Scientific and engineering computation,9982738386202771,991000000000539277
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Reality mining : using big data to engineer a better world /,Data mining.; Big data.; Computer networks--Social aspects.; Information science--Social aspects.; Information science--Statistical methods.; Electronic books.,QA,0262529831; 9780262529839; 0262324563; 9780262324564; 1322045119; 9781322045115; 0262027682; 9780262027687,"Eagle, Nathan, author.",(MiAaPQ)EBC3339840; (PQKB)11283615; (PQKBWorkID)11248955; (PQKBTitleCode)TC1291489; (PQKBTitleCode)TC0001291489; (PQKBManifestationID)12573574; (SSID)ssj1291489; (SSID)ssj0001291489; (OCoLC)886539978; (EBL)3339840; (CKB)3710000000216411,2014.,,The MIT Press,,9982797961802771,993710000000216411
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Reasoning about rational agents /,Intelligent agents (Computer software); Electronic books; Computer Science; Engineering & Applied Sciences,QA,0262257238; 9780262257237; 1423725514; 9781423725510; 0262232138; 9780262232135,"Wooldridge, Michael J., 1966-",(PQKB)11784671; (PQKBWorkID)10220649; (PQKBTitleCode)TC233580; (PQKBTitleCode)TC0000233580; (PQKBManifestationID)11199740; (SSID)ssj233580; (SSID)ssj0000233580; (MH)8949618-3; (MH)008949618-3; (CKB)1000000000012640,c2000.,,MIT Press,,9982768827702771,991000000000012640
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Recoding gender women's changing participation in computing /,Women in computer science.; Computer industry.; Electronic books.,QA,1283953099; 9781283953092; 0262305461; 9780262305464; 0262018063; 9780262018067,"Abbate, Janet.",(MiAaPQ)EBC3339524; (PQKB)11266699; (PQKBWorkID)10804169; (PQKBTitleCode)TC780486; (PQKBTitleCode)TC0000780486; (PQKBManifestationID)11446810; (SSID)ssj780486; (SSID)ssj0000780486; (EBL)3339524; (CKB)2670000000275573,c2012.,,MIT Press,History of Computing,9982748913102771,992670000000275573
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Research directions in concurrent object-oriented programming /,Object-oriented programming (Computer science); Parallel processing (Electronic computers); Electronic books.,QA,0262297000; 9780262297004,,(IEEE)6267530; (IDAMS)b000064818b4572; (IDAMS)0b000064818b4572; (CaBNVSL)mat6267530; (CaBNVSL)mat06267530; (CKB)2670000000263694,c1993.,,IEEE Xplore; MIT Press,Computer systems series,9982748339802771,992670000000263694
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Social modeling for requirements engineering,Computer software--Development.; Intelligent agents (Computer software); Social interaction--Computer simulation.; Electronic books.,QA,0262289830; 9780262289832; 0262240556; 9780262240550,"Yu, Eric.",(MiAaPQ)EBC3339201; (PQKB)11233349; (PQKBWorkID)10445278; (PQKBTitleCode)TC487460; (PQKBTitleCode)TC0000487460; (PQKBManifestationID)11929886; (SSID)ssj487460; (SSID)ssj0000487460; (EBL)3339201; (CKB)2670000000079961,2011.,,MIT Press,Cooperative Information Systems,9982698907402771,992670000000079961
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Software development failures : anatomy of abandoned projects /,Computer software--Development.; Software failures.; Risk management.; Electronic books.,QA,128209629X; 9781282096295; 9786612096297; 6612096292; 0262256088; 9780262256087; 9780585480834; 0585480834; 9780585480831; 0262050722; 9780262050722,"Ewusi-Mensah, Kweku, author.",(MiAaPQ)EBC3339782; (PQKB)11676195; (PQKBWorkID)10200001; (PQKBTitleCode)TC248114; (PQKBTitleCode)TC0000248114; (PQKBManifestationID)11192879; (SSID)ssj248114; (SSID)ssj0000248114; (CaPaEBR)ebrary10857482; (CKB)111086906271352,[2003],,MIT Press,,9982751052402771,99111086906271352
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Software ecosystem : understanding an indispensable technology and industry /,Computer software.; Computer software--Development.; Computer software industry.; REFERENCE--General.; Electronic books.; Computer Science; Engineering & Applied Sciences,QA,0262256665; 9780262256667; 9786612096624; 6612096624; 1282096621; 9781282096622; 0585482659; 9780585482651; 0262134322; 9780262134323,"Messerschmitt, David G., author.",(PQKB)11631462; (PQKBWorkID)10200171; (PQKBTitleCode)TC248116; (PQKBTitleCode)TC0000248116; (PQKBManifestationID)11209041; (SSID)ssj248116; (SSID)ssj0000248116; (IEEE)6267307; (IDAMS)b000064818b42bd; (IDAMS)0b000064818b42bd; (CaBNVSL)mat6267307; (CaBNVSL)mat06267307; (CKB)111086906271364,2003,,MIT Press,,9982751006702771,99111086906271364
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Software engineering for Internet applications,Application software.; Internet programming.; Software engineering.; Electronic books.,QA,1282098349; 9781282098343; 9786612098345; 6612098341; 0262255626; 9780262255622; 1423769848; 9781423769842; 0262511916; 9780262511919,"Andersson, Eve Astrid.",(MiAaPQ)EBC3338648; (PQKB)10690434; (PQKBWorkID)10200254; (PQKBTitleCode)TC248122; (PQKBTitleCode)TC0000248122; (PQKBManifestationID)11218920; (SSID)ssj248122; (SSID)ssj0000248122; (CtWfDGI)bks12937; (CtWfDGI)bks00012937; (CKB)1000000000461024,c2006.,,MIT Press,,9982732409602771,991000000000461024
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Speaking code : coding as aesthetic and political expression,Source code (Computer science)--Philosophy; Programming languages (Electronic computers)--Syntax; Computer prose; Engineering & Applied Sciences; Computer Science,QA,0262305224; 9780262305228,"Cox, Geoff Author",(PQKB)10219408; (PQKBWorkID)11491670; (PQKBTitleCode)TC1453592; (PQKBTitleCode)TC0001453592; (PQKBManifestationID)11903373; (SSID)ssj1453592; (SSID)ssj0001453592; (CKB)2670000000357602,2013,,The MIT Press,,9982747413802771,992670000000357602
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Stochastic approximation and nonlinear regression /,Time-series analysis.; Regression analysis.; Electronic books.; Mathematics; Physical Sciences & Mathematics; Mathematical Statistics,QA,0262310929; 9780262310925,"Albert, Arthur E., author.",(PQKB)11462104; (PQKBWorkID)10877039; (PQKBTitleCode)TC937695; (PQKBTitleCode)TC0000937695; (PQKBManifestationID)11509086; (SSID)ssj937695; (SSID)ssj0000937695; (IEEE)6276887; (IDAMS)b000064818c2028; (IDAMS)0b000064818c2028; (CaBNVSL)mat6276887; (CaBNVSL)mat06276887; (CKB)2670000000263764,2003,,MIT Press,MIT Press research monograph ; no. 42.,9982748687702771,992670000000263764
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Strategic negotiation in multiagent environments /,Intelligent agents (Computer software); Electronic books.; Engineering & Applied Sciences; Computer Science,QA,026227759X; 9780262277594; 0585437173; 9780585437170; 0262112647; 9780262112642,"Kraus, Sarit, author.",(PQKB)11205975; (PQKBWorkID)10176086; (PQKBTitleCode)TC252102; (PQKBTitleCode)TC0000252102; (PQKBManifestationID)11939272; (SSID)ssj252102; (SSID)ssj0000252102; (IEEE)6267407; (IDAMS)b000064818b43f3; (IDAMS)0b000064818b43f3; (CaBNVSL)mat6267407; (CaBNVSL)mat06267407; (CKB)111056485414562,2001,,MIT Press,Intelligent robots and autonomous agents.,9982753886402771,99111056485414562
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,"Stuck in the shallow end education, race, and computing /",Children of minorities--Education (Secondary)--United States.; Computer science--Study and teaching (Secondary)--United States.; Digital divide--United States.; Electronic books.,QA,026227910X; 9780262279109; 1435665635; 9781435665637; 0262514044; 9780262514040; 0262135043; 9780262135047,"Margolis, Jane.",(MiAaPQ)EBC3338925; (PQKB)11746584; (PQKBWorkID)10179990; (PQKBTitleCode)TC252802; (PQKBTitleCode)TC0000252802; (PQKBManifestationID)11224818; (SSID)ssj252802; (SSID)ssj0000252802; (EBL)3338925; (CKB)1000000000539276,c2008.,,MIT Press,,9982738386602771,991000000000539276
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,"Text, ConText, and HyperText : writing with and for the computer",Electronic data processing documentation--Authorship; Electronic data processing; Text processing (Computer science); Engineering & Applied Sciences; Computer Science,QA,0262255715; 9780262255714,,(PQKB)10856698; (PQKBWorkID)10703800; (PQKBTitleCode)TC715556; (PQKBTitleCode)TC0000715556; (PQKBManifestationID)11410210; (SSID)ssj715556; (SSID)ssj0000715556; (CKB)2670000000263547,1988,,MIT Press,,9982748360702771,992670000000263547
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The Computer age : a twenty-year view,Computers and civilization; Engineering & Applied Sciences; Computer Science,QA,0262256002; 9780262256001,,(PQKB)10461789; (PQKBWorkID)10704167; (PQKBTitleCode)TC715531; (PQKBTitleCode)TC0000715531; (PQKBManifestationID)11407956; (SSID)ssj715531; (SSID)ssj0000715531; (CKB)2670000000263557,1979,,MIT Press,,9982748358602771,992670000000263557
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The High performance Fortran handbook /,FORTRAN (Computer program language); Electronic books; Engineering & Applied Sciences; Computer Science,QA,0262291231; 9780262291231; 0262610949; 9780262610940,,(PQKB)11458606; (PQKBWorkID)10877142; (PQKBTitleCode)TC937653; (PQKBTitleCode)TC0000937653; (PQKBManifestationID)11511637; (SSID)ssj937653; (SSID)ssj0000937653; (MH)3813243-5; (MH)003813243-5; (CKB)1000000000012676,c1994.,,MIT Press,,9982768827602771,991000000000012676
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The LOCUS distributed system architecture /,LOCUS (Computer file); Computer architecture.; Electronic data processing--Distributed processing.; Distributed computer systems--Operating systems: LOCUS; LOCUS (Programm); Electronic books; Computer architecture--Distributed processing; Electronic data ,QA,0262288419; 9780262288415; 0262161028; 9780262161022,,(PQKB)10894281; (PQKBWorkID)10704459; (PQKBTitleCode)TC715632; (PQKBTitleCode)TC0000715632; (PQKBManifestationID)12347080; (SSID)ssj715632; (SSID)ssj0000715632; (MH)551437-1; (MH)000551437-1; (CKB)1000000000012594,c1985.,,MIT Press,,9982768828802771,991000000000012594
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The Microelectronics revolution : the complete guide to the new technology and its impact on society /,Computers and civilization.; Microelectronics.; Microprocessors.; Electronic books.,QA,0262256169; 9780262256162,,(IEEE)6267262; (IDAMS)b000064818b4222; (IDAMS)0b000064818b4222; (CaBNVSL)mat6267262; (CaBNVSL)mat06267262; (CKB)2670000000263562,1981.,,IEEE Xplore; MIT Press,,9982748357302771,992670000000263562
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The Practice of Prolog,Prolog (Computer program language); Computer Science; Engineering & Applied Sciences,QA,0585349878; 9780585349879; 0262284332; 9780262284332; 0262193019; 9780262193016,,(PQKB)10466162; (PQKBWorkID)10234692; (PQKBTitleCode)TC226046; (PQKBTitleCode)TC0000226046; (PQKBManifestationID)12042685; (SSID)ssj226046; (SSID)ssj0000226046; (CKB)111004366634248,1990,,MIT Press,,9982695065002771,99111004366634248
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The art of agent-oriented modeling,Intelligent agents (Computer software); Computer software--Development.; Electronic books.,QA,1282694766; 9781282694767; 9786612694769; 6612694769; 0262259214; 9780262259217; 0262013118; 9780262013116,"Sterling, Leon.",(MiAaPQ)EBC3339038; (PQKB)10121414; (PQKBWorkID)10101763; (PQKBTitleCode)TC105816; (PQKBTitleCode)TC0000105816; (PQKBManifestationID)11133376; (SSID)ssj105816; (SSID)ssj0000105816; (EBL)3339038; (CKB)1000000000806054,2009.,,MIT Press,Intelligent robotics and autonomous agents.,9982716693802771,991000000000806054
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The comingled code open source and economic development /,Open source software.; Computer software--Development.; Electronic books.,QA,1282899252; 9781282899254; 9786612899256; 6612899255; 0262289571; 9780262289573; 0262518562; 9780262518567; 0262014637; 9780262014632,"Lerner, Joshua.",(MiAaPQ)EBC3339177; (StDuBDS)EDZ130700; (StDuBDS)EDZ0000130700; (PQKB)10859361; (PQKBWorkID)10403590; (PQKBTitleCode)TC434681; (PQKBTitleCode)TC0000434681; (PQKBManifestationID)11290113; (SSID)ssj434681; (SSID)ssj0000434681; (CaPaEBR)ebrary10433720; (OCoLC)699487635; (CKB)2560000000054424,c2010.,,MIT Press,,9982702922602771,992560000000054424
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,"The computer boys take over computers, programmers, and the politics of technical expertise /",Computer programming.; Computer programmers.; Software engineering--History.; Computer software--Development--Social aspects.; Electronic books.,QA,0262289350; 9780262289351; 0262517965; 9780262517966; 0262050935; 9780262050937,"Ensmenger, Nathan, 1972-",(MiAaPQ)EBC3339359; (StDuBDS)EDZ130790; (StDuBDS)EDZ0000130790; (PQKB)10233052; (PQKBWorkID)10606651; (PQKBTitleCode)TC580741; (PQKBTitleCode)TC0000580741; (PQKBManifestationID)11385066; (SSID)ssj580741; (SSID)ssj0000580741; (CaPaEBR)ebrary10521951; (OCoLC)763135270; (CKB)2670000000132985,c2010.,,MIT Press,History of computing.,9982747208702771,992670000000132985
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,"The computer comes of age : the people, the hardware, and the software /",Computers--History.; Programming languages (Electronic computers)--History.; Electronic books.; Computers--History; Programming languages (Electronic computers)--History; Engineering & Applied Sciences; Computer Science,QA,0262256681; 9780262256681,"Moreau, René, author.",(PQKB)11722268; (PQKBWorkID)10703157; (PQKBTitleCode)TC715585; (PQKBTitleCode)TC0000715585; (PQKBManifestationID)11426690; (SSID)ssj715585; (SSID)ssj0000715585; (IEEE)6267309; (IDAMS)b000064818b42bf; (IDAMS)0b000064818b42bf; (CaBNVSL)mat6267309; (CaBNVSL)mat06267309; (CKB)2670000000263578,1984,,MIT Press,MIT Press series in the history of computing,9982748353802771,992670000000263578
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The first computers history and architectures,Engineering & Applied Sciences; Computer Science; Computers--History; Computer architecture--History,QA,0585355355; 9780585355351; 0262282526; 9780262282529; 0262181975; 9780262181976,,(PQKB)11579831; (PQKBWorkID)10112490; (PQKBTitleCode)TC155466; (PQKBTitleCode)TC0000155466; (PQKBManifestationID)12004040; (SSID)ssj155466; (SSID)ssj0000155466; (PQKB)10478770; (PQKBWorkID)10869657; (PQKBTitleCode)TC937644; (PQKBTitleCode)TC0000937644; (PQKBManifestationID)11522958; (SSID)ssj937644; (SSID)ssj0000937644; (CKB)111004366634220,2000,,MIT Press,,9982695065802771,99111004366634220
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The future was here the Commodore Amiga /,Amiga (Computer); Multimedia systems--Social aspects.; Electronic books.,QA,1280499001; 9781280499005; 9786613594235; 6613594237; 0262301512; 9780262301510; 0262017202; 9780262017206,"Maher, Jimmy, 1972-",(MiAaPQ)EBC3339428; (PQKB)10415438; (PQKBWorkID)10654844; (PQKBTitleCode)TC681366; (PQKBTitleCode)TC0000681366; (PQKBManifestationID)11406725; (SSID)ssj681366; (SSID)ssj0000681366; (EBL)3339428; (CKB)2670000000175069,2012.,,MIT Press,Platform Studies,9982749850602771,992670000000175069
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The little prover /,Automatic theorem proving.; LISP (Computer program language); Electronic books.,QA,0262330563; 9780262330565; 0262527952; 9780262527958,"Friedman, Daniel P., author.",(MiAaPQ)EBC3433792; (PQKB)10474939; (PQKBWorkID)11521505; (PQKBTitleCode)TC1519541; (PQKBTitleCode)TC0001519541; (PQKBManifestationID)12629925; (SSID)ssj1519541; (SSID)ssj0001519541; (EBL)3433792; (CKB)3710000000448907,2015.,,The MIT Press,,9982725878302771,993710000000448907
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The minimum description length principle,Minimum description length (Information theory); Electronic books.,QA,1282096354; 9781282096356; 9786612096358; 6612096357; 0262256290; 9780262256292; 1429465603; 9781429465601; 0262072815; 9780262072816,"Gr?unwald, Peter D.",(MiAaPQ)EBC3338578; (PQKB)10603354; (PQKBWorkID)10258548; (PQKBTitleCode)TC203321; (PQKBTitleCode)TC0000203321; (PQKBManifestationID)11173175; (SSID)ssj203321; (SSID)ssj0000203321; (EBL)3338578; (CKB)1000000000472548,c2007.,,MIT Press,Adaptive computation and machine learning.,9982734007402771,991000000000472548
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The reasoned schemer /,Scheme (Computer program language); Electronic books.,QA,0262256177; 9780262256179,"Friedman, Daniel P., author.",(IEEE)6267263; (IDAMS)b000064818b4223; (IDAMS)0b000064818b4223; (CaBNVSL)mat6267263; (CaBNVSL)mat06267263; (CKB)2670000000263563,c2005.,,IEEE Xplore; MIT Press,,9982748357002771,992670000000263563
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The second self computers and the human spirit /,Computers.; Electronic data processing--Psychological aspects.; Electronic books.,QA,1282097067; 9781282097063; 9786612097065; 661209706X; 0262257106; 9780262257107; 142374649X; 9781423746492; 0262701111; 9780262701112,"Turkle, Sherry.",(MiAaPQ)EBC3338499; (PQKB)10968335; (PQKBWorkID)10320264; (PQKBTitleCode)TC242865; (PQKBTitleCode)TC0000242865; (PQKBManifestationID)11186501; (SSID)ssj242865; (SSID)ssj0000242865; (CaPaEBR)ebrary10173552; (OCoLC)62896896; (CKB)1000000000456761,c2005.,"20th anniversary ed., 1st MIT Press ed.",MIT Press,,9982732103702771,991000000000456761
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,The wired homestead : an MIT Press sourcebook on the Internet and the family /,Internet--Social aspects.; Electronic books.; Computers and families--Social aspects; Internet; Computer Science; Engineering & Applied Sciences,QA,0262285282; 9780262285285; 1423729870; 9781423729877; 0262700948; 9780262700948,,(PQKB)11048761; (PQKBWorkID)10306220; (PQKBTitleCode)TC272568; (PQKBTitleCode)TC0000272568; (PQKBManifestationID)11954697; (SSID)ssj272568; (SSID)ssj0000272568; (IEEE)6267444; (IDAMS)b000064818b4468; (IDAMS)0b000064818b4468; (CaBNVSL)mat6267444; (CaBNVSL)mat06267444; (CKB)1000000000456880,2003,,MIT Press,MIT Press sourcebooks,9982732122302771,991000000000456880
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Thoughtful interaction design a design perspective on information technology /,System design.; Human-computer interaction.; User interfaces (Computer systems); Electronic books.,QA,1282096567; 9781282096561; 9786612096563; 661209656X; 0262256576; 9780262256575; 0262622092; 9780262622097,"Löwgren, Jonas.",(MiAaPQ)EBC3339158; (PQKB)10723334; (PQKBWorkID)10447618; (PQKBTitleCode)TC487926; (PQKBTitleCode)TC0000487926; (PQKBManifestationID)11360581; (SSID)ssj487926; (SSID)ssj0000487926; (EBL)3339158; (CKB)2420000000001181,c2004.,,MIT Press,,9982715031802771,992420000000001181
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Turing's vision : the birth of computer science /,"Computer engineering--Great Britain--History.; Mathematicians--Great Britain--Biography.; Computer algorithms--History.; Electronic books.; Turing, Alan Mathison,--1912-1954.",QA,0262333805; 9780262333801; 0262533510; 9780262533515; 0262034549; 9780262034548,"Bernhardt,  Chris, author.",(MiAaPQ)EBC4528963; (PQKB)10983576; (PQKBWorkID)14828943; (PQKBTitleCode)TC1672481; (PQKBTitleCode)TC0001672481; (PQKBManifestationID)16470723; (SSID)ssj1672481; (SSID)ssj0001672481; (EBL)4528963; (CKB)3710000000673389,2016.,,The MIT Press,,9983024797702771,(CKB)3710000000673389
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Types and programming languages,Programming languages (Electronic computers); Electronic books.,QA,9786612096693; 6612096691; 1282096699; 9781282096691; 0262256819; 9780262256810; 0262303825; 9780262303828; 058544269X; 9780585442693; 0262162091; 9780262162098,"Pierce, Benjamin C.",(MiAaPQ)EBC3338823; (PQKB)11608883; (PQKBWorkID)10273010; (PQKBTitleCode)TC263319; (PQKBTitleCode)TC0000263319; (PQKBManifestationID)11219151; (SSID)ssj263319; (SSID)ssj0000263319; (CaPaEBR)ebrary10225277; (OCoLC)51958338; (CKB)111035898479424,2002.,,MIT Press,,9982752243902771,99111035898479424
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Using Computers: Human Factors in Information Systems,Computers; Electronic data processing; Human engineering; Computer Science; Engineering & Applied Sciences,QA,0585363110; 9780585363110; 0262256711; 9780262256711; 0262640228; 9780262640220,"Nickerson, Raymond S Author",(PQKB)10713208; (PQKBWorkID)10301033; (PQKBTitleCode)TC266099; (PQKBTitleCode)TC0000266099; (PQKBManifestationID)11234830; (SSID)ssj266099; (SSID)ssj0000266099; (CKB)111004366640846,1987,,MIT Press,,9982695163702771,99111004366640846
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Using MPI : portable parallel programming with the Message-Passing-Interface /,Parallel programming (Computer science); Parallel computers--Programming.; Computer interfaces.; Electronic books.,QA,0262326604; 9780262326605; 0262527391; 9780262527392; 1322317860; 9781322317861,"Gropp, William, author.",(MiAaPQ)EBC3339903; (PQKB)10767896; (PQKBWorkID)11322033; (PQKBTitleCode)TC1383839; (PQKBTitleCode)TC0001383839; (PQKBManifestationID)11786521; (SSID)ssj1383839; (SSID)ssj0001383839; (CaPaEBR)ebrary10988128; (OCoLC)895772972; (CKB)2670000000576752,[2014],Third edition.,The MIT Press,Scientific and engineering computation.,9982747596802771,992670000000576752
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Using MPI portable parallel programming with the message-passing interface /,Parallel programming (Computer science); Parallel computers--Programming.; Computer interfaces.; Electronic books.,QA,1282096346; 9781282096349; 0262256282; 9780262256285; 0585173834; 9780585173832; 0262571323; 9780262571326,"Gropp, William.",(MiAaPQ)EBC3338850; (PQKB)10954866; (PQKBWorkID)10300534; (PQKBTitleCode)TC266211; (PQKBTitleCode)TC0000266211; (PQKBManifestationID)11194597; (SSID)ssj266211; (SSID)ssj0000266211; (IEEE)6267273; (IDAMS)b000064818b4241; (IDAMS)0b000064818b4241; (CaBNVSL)mat6267273; (CaBNVSL)mat06267273; (CKB)111004366638666,c1999.,2nd ed.,MIT Press,Scientific and engineering computation,9982695055502771,99111004366638666
