Public Name,LC Classification Code,Availability,Title,Subjects,Classification Code,ISBN,Author,Network Number,Publication Date,Edition,Publisher,Series,MMS Id,Originating System ID
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HC,Available,Transforming global information and communication markets the political economy of innovation /,Information technology--Economic aspects.; Information technology--Technological innovations.; Technological innovations--Economic aspects.; Telecommunication--Technological innovations.; Electronic books.,HC,0262255065; 9780262255066; 9786612240485; 6612240482; 128224048X; 9781282240483; 0262517280; 9780262517287; 0262012855; 9780262012850,"Cowhey, Peter F., 1948-",(MiAaPQ)EBC3338990; (StDuBDS)EDZ130780; (StDuBDS)EDZ0000130780; (PQKB)10922304; (PQKBWorkID)10255536; (PQKBTitleCode)TC261405; (PQKBTitleCode)TC0000261405; (PQKBManifestationID)11206107; (SSID)ssj261405; (SSID)ssj0000261405; (EBL)3338990; (CKB)1000000000721244,c2009.,,MIT Press,Information revolution & global politics.,9982699508902771,991000000000721244
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HC,Available,Wired for innovation how information technology is reshaping the economy /,Technological innovations--Economic aspects.; Creative ability in technology.; Electronic books.,HC,1282694367; 9781282694361; 9786612694363; 661269436X; 0262258668; 9780262258661; 0262518619; 9780262518611; 0262013665; 9780262013666,"Brynjolfsson, Erik.",(MiAaPQ)EBC3339062; (PQKB)11574555; (PQKBWorkID)10308826; (PQKBTitleCode)TC272567; (PQKBTitleCode)TC0000272567; (PQKBManifestationID)11217530; (SSID)ssj272567; (SSID)ssj0000272567; (CaPaEBR)ebrary10331669; (OCoLC)646833363; (CKB)1000000000806034,c2009.,,MIT Press,,9982716542502771,991000000000806034
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HC,Available,Working-class network society communication technology and the information have-less in urban China /,Diffusion of innovations--China.; Information technology--China.; Telecommunication--China.; Electronic books.,HC,1282240323; 9781282240322; 9786612240324; 6612240326; 0262255073; 9780262255073; 026217006X; 9780262170062,"Qiu, Jack Linchuan, 1973-",(MiAaPQ)EBC3338988; (StDuBDS)EDZ130782; (StDuBDS)EDZ0000130782; (PQKB)11356741; (PQKBWorkID)10323911; (PQKBTitleCode)TC274190; (PQKBTitleCode)TC0000274190; (PQKBManifestationID)11235140; (SSID)ssj274190; (SSID)ssj0000274190; (EBL)3338988; (CKB)1000000000721259,c2009.,,MIT Press,Information revolution & global politics.,9982699506302771,991000000000721259
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Advancing knowledge and the knowledge economy,Knowledge management--Congresses.; Information technology--Economic aspects--Congresses.; Electronic books.,HD,1282096478; 9781282096479; 0262256452; 9780262256452; 1429416130; 9781429416139; 0262612143; 9780262612142; 0262113007; 9780262113007,"Kahin, Brian.",(MiAaPQ)EBC3338503; (PQKB)10915412; (PQKBWorkID)10006940; (PQKBTitleCode)TC99313; (PQKBTitleCode)TC0000099313; (PQKBManifestationID)11113193; (SSID)ssj99313; (SSID)ssj0000099313; (EBL)3338503; (CKB)1000000000466013,c2006.,,MIT Press,,9982732881002771,991000000000466013
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Beyond the triple bottom line : eight steps toward a sustainable business model /,Business enterprises--Environmental aspects.; Sustainable development.; Social responsibility of business.; Electronic books.,HD,0262339072; 9780262339070; 0262035995; 9780262035996,"Szekely, Francisco, author.",(MiAaPQ)EBC4850319; (CKB)3710000001184427,2017.,,The MIT Press,,9983326082602771,(CKB)3710000001184427
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Cheap and clean : how Americans think about energy in the age of global warming /,Clean energy industries--United States--Public opinion.; Renewable energy sources--United States--Public opinion.; Energy policy--United States--Public opinion.; Global warming--United States--Public opinion.; Public opinion--United States.; Electronic bo,HD,0262529688; 9780262529686; 0262321068; 9780262321068; 1322059810; 9781322059815; 0262027623; 9780262027625,"Ansolabehere, Stephen, author.",(MiAaPQ)EBC3339843; (PQKB)10108494; (PQKBWorkID)11244488; (PQKBTitleCode)TC1290464; (PQKBTitleCode)TC0001290464; (PQKBManifestationID)12479018; (SSID)ssj1290464; (SSID)ssj0001290464; (OCoLC)891399978; (EBL)3339843; (CKB)3710000000217866,2014.,,The MIT Press,,9982797955202771,993710000000217866
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Distributed work /,Division of labor.; International division of labor.; Teams in the workplace.; Communication in management--Technological innovations.; Computer networks.; Globalization.; Electronic books.; Management; Business & Economics; Management Styles & Communicat,HD,1282096400; 9781282096400; 0262256355; 9780262256353; 0585442673; 9780585442679; 0262083051; 9780262083058,"Hinds, Pamela Author",(PQKB)11174308; (PQKBWorkID)10050981; (PQKBTitleCode)TC140157; (PQKBTitleCode)TC0000140157; (PQKBManifestationID)12053759; (SSID)ssj140157; (SSID)ssj0000140157; (IEEE)6267280; (IDAMS)b000064818b4266; (IDAMS)0b000064818b4266; (CaBNVSL)mat6267280; (CaBNVSL)mat06267280; (CKB)111035898479414,2002,,MIT Press,,9982752244302771,99111035898479414
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Energy at the crossroads : global perspectives and uncertainties /,Energy policy.; Energy policy--United States.; Energy policy--China.; Energy policy--Environmental aspects.; Energy development--Technological innovations.; Globalization--Environmental aspects.; Power resources--Political aspects--History.; Petroleum ind,HD,0262283840; 9780262283847; 1423725476; 9781423725473; 0262194929; 9780262194921,"Smil, Vaclav.",(PQKB)10035146; (PQKBWorkID)10010471; (PQKBTitleCode)TC147275; (PQKBTitleCode)TC0000147275; (PQKBManifestationID)11137575; (SSID)ssj147275; (SSID)ssj0000147275; (MH)9279105-0; (MH)009279105-0; (CKB)1000000000456846,c2003.,,MIT Press,,9982732248802771,991000000000456846
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Leading open innovation,Technological innovations--Economic aspects.; Diffusion of innovations.; Electronic books.,HD,1299055761; 9781299055766; 026231245X; 9780262312455; 0262527472; 9780262527477; 0262018497; 9780262018494,"Huff, Anne Sigismund.",(MiAaPQ)EBC3339564; (StDuBDS)EDZ130704; (StDuBDS)EDZ0000130704; (PQKB)10902636; (PQKBWorkID)10856753; (PQKBTitleCode)TC820003; (PQKBTitleCode)TC0000820003; (PQKBManifestationID)11974551; (SSID)ssj820003; (SSID)ssj0000820003; (EBL)3339564; (CKB)2670000000331077,2013.,,MIT Press,,9982751272102771,992670000000331077
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Standards recipes for reality /,Standardization.; Standardization--Social aspects.; Electronic books.,HD,1283302829; 9781283302821; 9786613302823; 6613302821; 0262298732; 9780262298735; 0262525054; 9780262525053; 0262016389; 9780262016384,"Busch, Lawrence.",(MiAaPQ)EBC3339327; (PQKB)11534631; (PQKBWorkID)10498675; (PQKBTitleCode)TC541529; (PQKBTitleCode)TC0000541529; (PQKBManifestationID)11330245; (SSID)ssj541529; (SSID)ssj0000541529; (CaPaEBR)ebrary10509223; (OCoLC)760884537; (CKB)2550000000063278,c2011.,,MIT Press,Infrastructures series.,9982757250502771,992550000000063278
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Taking [A]part : the politics and aesthetics of participation in experience-centered design /,Teams in the workplace.; Interpersonal relations.; Product design.; Project management; Electronic books.,HD,0262328097; 9780262328098,"McCarthy, John author. (John C.)",(IEEE)7059554; (IDAMS)b000064829795c0; (IDAMS)0b000064829795c0; (CaBNVSL)mat7059554; (CaBNVSL)mat07059554; (CKB)3860000000003493,[2015],,IEEE Xplore; MIT Press,"Design thinking, design theory",9982729253802771,993860000000003493
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,The disruption dilemma /,Crisis management.; Organizational change.; Electronic books.,HD,026233383X; 9780262333832; 0262034484; 9780262034487,"Gans, Joshua, 1968- author.",(MiAaPQ)EBC4455141; (StDuBDS)EDZ1530839; (StDuBDS)EDZ0001530839; (PQKB)11612566; (PQKBWorkID)14878865; (PQKBTitleCode)TC1634933; (PQKBTitleCode)TC0001634933; (PQKBManifestationID)16388526; (SSID)ssj1634933; (SSID)ssj0001634933; (EBL)4455141; (CKB)3710000000615067,2016.,,The MIT Press,,9983024798402771,(CKB)3710000000615067
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,"The end of energy the unmaking of America's environment, security, and independence /",Energy policy--United States.; Energy development--United States.; Energy industries--United States.; United States--Economic policy.; Electronic books.,HD,1283020165; 9781283020169; 9786613020161; 6613020168; 026229561X; 9780262295611; 0262518678; 9780262518673; 0262015676; 9780262015677,"Graetz, Michael J.",(MiAaPQ)EBC3339198; (PQKB)11159225; (PQKBWorkID)10507249; (PQKBTitleCode)TC468783; (PQKBTitleCode)TC0000468783; (PQKBManifestationID)11331740; (SSID)ssj468783; (SSID)ssj0000468783; (CaPaEBR)ebrary10453044; (OCoLC)712026941; (CKB)2670000000079873,c2011.,,MIT Press,,9982698913602771,992670000000079873
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,The globalization of clean energy technology : lessons from China,"Clean energy investment--Economic aspects--China--Case studies; Renewable energy sources--China--Case studies; Renewable energy sources--Economic aspects--Case studies; Business enterprises, Foreign--China--Case studies; Energy policy--Case studies; Techn",HD,0262322099; 9780262322096,"Gallagher, Kelly Sims Author",(PQKB)10676505; (PQKBWorkID)11492458; (PQKBTitleCode)TC1453552; (PQKBTitleCode)TC0001453552; (PQKBManifestationID)11785405; (SSID)ssj1453552; (SSID)ssj0001453552; (CKB)2670000000557653,2014,,The MIT Press,,9982751633802771,992670000000557653
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,The innovator's hypothesis : how cheap experiments are worth more than good ideas /,Technological innovations.; Creative ability in business.; Electronic books.,HD,0262528967; 9780262528962; 0262323044; 9780262323048; 1322181128; 9781322181127; 0262028360; 9780262028363,"Schrage, Michael, author.",(MiAaPQ)EBC3339871; (PQKB)11627767; (PQKBWorkID)11350172; (PQKBTitleCode)TC1347671; (PQKBTitleCode)TC0001347671; (PQKBManifestationID)12527850; (SSID)ssj1347671; (SSID)ssj0001347671; (EBL)3339871; (CKB)3710000000248125,2014.,,The MIT Press,,9982799785302771,993710000000248125
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,The outsourcer : the story of India's IT revolution /,Computer software industry--India--History.; Information technology--India--History.; Electronic books.,HD,026232833X; 9780262328333; 0262028751; 9780262028752,"Sharma, Dinesh C., author.",(MiAaPQ)EBC3562636; (PQKB)11486273; (PQKBWorkID)11473194; (PQKBTitleCode)TC1514953; (PQKBTitleCode)TC0001514953; (PQKBManifestationID)12525163; (SSID)ssj1514953; (SSID)ssj0001514953; (EBL)3562636; (CKB)3710000000443605,2015.,,The MIT Press,History of Computing,9982725732102771,993710000000443605
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,The power brokers : the struggle to shape and control the electric power industry /,Electric utilities--United States--History.; Electronic books.,HD,0262330989; 9780262330985; 0262529785; 9780262529785; 0262029502; 9780262029506,"Lambert, Jeremiah D., 1934- author.",(MiAaPQ)EBC4093092; (StDuBDS)EDZ1375656; (StDuBDS)EDZ0001375656; (PQKB)10647197; (PQKBWorkID)14337073; (PQKBTitleCode)TC1542865; (PQKBTitleCode)TC0001542865; (PQKBManifestationID)16131627; (SSID)ssj1542865; (SSID)ssj0001542865; (EBL)4093092; (CKB)3710000000468326,2015.,,The MIT Press,,9982726448102771,993710000000468326
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Understanding knowledge as a commons from theory to practice /,Knowledge management.; Information commons.; Electronic books.,HD,1282096397; 9781282096394; 0262256347; 9780262256346; 142942107X; 9781429421072; 0262516039; 9780262516037; 0262083574; 9780262083577,"Hess, Charlotte.",(MiAaPQ)EBC3338502; (PQKB)11145770; (PQKBWorkID)10283339; (PQKBTitleCode)TC264488; (PQKBTitleCode)TC0000264488; (PQKBManifestationID)11246785; (SSID)ssj264488; (SSID)ssj0000264488; (OCoLC)923250332; (EBL)3338502; (CKB)1000000000467032,c2007.,,MIT Press,,9982732976602771,991000000000467032
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,"Unlocking energy innovation how America can build a low-cost, low-carbon energy system /",Energy industries--Technological innovations--United States.; Renewable energy sources--Technological innovations--United States.; Technology and state--United States.; Electronic books.,HD,1283302950; 9781283302951; 9786613302953; 6613302953; 0262300176; 9780262300179; 0262525143; 9780262525145; 026201677X; 9780262016773,"Lester, Richard K. 1954- (Richard Keith),",(MiAaPQ)EBC3339321; (PQKB)10018040; (PQKBWorkID)10509762; (PQKBTitleCode)TC542267; (PQKBTitleCode)TC0000542267; (PQKBManifestationID)11340027; (SSID)ssj542267; (SSID)ssj0000542267; (OCoLC)760884494; (EBL)3339321; (CKB)2550000000062788,2012.,,MIT Press,PSCC ebrary eBook Perpetual Titles.,9982757270602771,992550000000062788
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HD,Available,Workflow patterns : the definitive guide,Workflow--Data processing; Industrial management--Data processing; Management Styles & Communication; Management; Business & Economics,HD,0262329409; 9780262329408; 0262029820; 9780262029827,"Russell, Nick Author",(PQKB)10835094; (PQKBWorkID)14181164; (PQKBTitleCode)TC1630547; (PQKBTitleCode)TC0001630547; (PQKBManifestationID)16377269; (SSID)ssj1630547; (SSID)ssj0001630547; (CKB)3710000000623103,2015,,MIT Press,,9982724945902771,993710000000623103
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HE,Available,"Communications policy and information technology : promises, problems, prospects /",Telecommunication policy--Congresses.; Information technology--Congresses.; Electronic books,HE,0262270935; 9780262270939; 0585446482; 9780585446486; 0262033003; 9780262033008,"Research Conference on Communication, Information, and Internet Policy 2001) (29th :; Cranor, Lorrie Faith Author",(PQKB)11497746; (PQKBWorkID)10030444; (PQKBTitleCode)TC125800; (PQKBTitleCode)TC0000125800; (PQKBManifestationID)11144369; (SSID)ssj125800; (SSID)ssj0000125800; (MH)8987494-3; (MH)008987494-3; (CKB)111056485410410,c2002.,,MIT Press,,9982755619402771,99111056485410410
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HE,Available,Digital crossroads telecommunications law and policy in the internet age /,United States.--Telecommunications Act of 1996.; Telecommunication policy--United States.; Telecommunication--Deregulation--United States.; Internet.; Electronic books.,HE,1461934435; 9781461934431; 0262519607; 9780262519601; 0262315572; 9780262315579,"Nuechterlein, Jonathan E.",(MiAaPQ)EBC3339633; (PQKB)11397096; (PQKBWorkID)11004115; (PQKBTitleCode)TC949967; (PQKBTitleCode)TC0000949967; (PQKBManifestationID)11541321; (SSID)ssj949967; (SSID)ssj0000949967; (IEEE)6574625; (IDAMS)b00006481de8857; (IDAMS)0b00006481de8857; (CaBNVSL)mat6574625; (CaBNVSL)mat06574625; (CKB)2670000000415404,2013.,2nd ed.,MIT Press,,9982749055702771,992670000000415404
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HE,Available,Governing global electronic networks international perspectives on policy and power /,Telecommunication policy.; Telecommunication--International cooperation.; Electronic books.,HE,0262271931; 9780262271936; 1435699858; 9781435699854; 130640326X; 9781306403269; 0262042517; 9780262042512,"Drake, William J.",(MiAaPQ)EBC3338974; (StDuBDS)EDZ130781; (StDuBDS)EDZ0000130781; (PQKB)10354857; (PQKBWorkID)10120521; (PQKBTitleCode)TC164745; (PQKBTitleCode)TC0000164745; (PQKBManifestationID)11156332; (SSID)ssj164745; (SSID)ssj0000164745; (OCoLC)310915714; (EBL)3338974; (CKB)1000000000721224,c2008.,,MIT Press,Information revolution & global politics.,9982699512402771,991000000000721224
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HE,Available,Regulating the cloud : policy for computing infrastructure /,Telecommunication policy.; Cloud computing--Government policy.; Cloud computing--Social aspects.,HE,0262331160; 9780262331166,,(StDuBDS)EDZ1375496; (StDuBDS)EDZ0001375496; (CKB)3860000000003492,2016.,,The MIT Press,Information policy series.,9982729254002771,993860000000003492
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HE,Available,Spam a shadow history of the Internet /,Spam (Electronic mail)--History.; Electronic mail messages.; Electronic books.,HE,129945772X; 9781299457720; 0262313944; 9780262313940; 026252757X; 9780262527576; 026201887X; 9780262018876,"Brunton, Finn, 1980-",(MiAaPQ)EBC3339610; (PQKB)10232500; (PQKBWorkID)10914986; (PQKBTitleCode)TC860832; (PQKBTitleCode)TC0000860832; (PQKBManifestationID)11943768; (SSID)ssj860832; (SSID)ssj0000860832; (EBL)3339610; (CKB)2550000001018771,2013.,,MIT Press,Infrastructures,9982757359102771,992550000001018771
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,HE,Available,Taken for grantedness the embedding of mobile communication into society /,Cell phones--Social aspects.; Mobile communication systems--Social aspects.; Interpersonal communication--Technological innovations--Social aspects.; Communication and culture.; Electronic books.,HE,1283741598; 9781283741590; 0262305267; 9780262305266; 0262304341; 9780262304344; 0262018136; 9780262018135,"Ling, Richard Seyler.",(MiAaPQ)EBC3339536; (PQKB)10220515; (PQKBWorkID)10753935; (PQKBTitleCode)TC757047; (PQKBTitleCode)TC0000757047; (PQKBManifestationID)11966244; (SSID)ssj757047; (SSID)ssj0000757047; (EBL)3339536; (CKB)2670000000276396,c2012.,,MIT Press,,9982749241002771,992670000000276396
